ecotype_id,1348_Resistance_Nc14_combined,1365_telomere_length,1529_dtb.swede.NV,1530_dtb.swede.8W,1531_dtb.swede.12W,1595_GS_cov,1596_GS_fc,161_Germ_10,162_Germ_16,163_Germ_22,164_Width_10,165_Width_16,166_Width_22,167_Chlorosis_10,170_Anthocyanin_10,173_Leaf_serr_10,176_Leaf_roll_10,2052_germ_284_t0,2053_germ_284_t7,2054_germ_284_t21,2056_germ_284_t105,2071_EndoPoly_allMedian,264_Cotol_survival,266_Cotol_damage,314_DTF1stSpAverage2009,315_DTF2ndSpAverage2009,316_DTF1stSwAverage2009,317_DTF2ndSwAverage2009,318_size1stSpAverage2009,319_size2ndSpAverage2009,320_size1stSwAverage2009,321_size2ndSwAverage2009,322_area1stSwAverage2009,323_area2ndSwAverage2009,332_Yield1stSpAverage2009,5_FT10,6_FT16,7_FT22,80_LN10
7236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7244,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,7,7,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,56.75,42.25,29.5,25.25,8.525,5.8,3.775,2.825,19989.5,7710.5,NA,58,37.25,30,NA
7252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.75,132.5,113.75,171,14.475,13.25,13.675,NA,13487,14377,NA,NA,NA,NA,NA
7255,NA,8628,NA,NA,NA,NA,NA,NA,4,5,NA,5.2,7.6,0,1,1,1,NA,NA,NA,NA,NA,0,1.5,59.5,35.25,27.25,26.3333,9.2,5.9,2.875,3.575,13659.5,11685,0.302,46,35.5,30,NA
7276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.75,45.75,32.5,27.75,8.85,6.975,5,3.275,28848.5,8759,0.2265,NA,NA,NA,NA
7280,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,NA,6.2,12,0,1,0,1,NA,NA,NA,NA,NA,0,1.5,64.5,45.25,35,29,10.775,8.625,5.075,4.4,11770,16044,0.238,59,49.25,40,NA
7287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.75,41.5,31.5,26,9.85,8,4.55,3.425,23159.5,12403.5,0.3145,NA,NA,NA,NA
7293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.5,59,50,50.3333,40,13.3,11.975,15.125,11.3,15957,13595,0.3425,61,NA,NA,NA
7305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,43.25,29.25,25.3333,15.575,10.275,4.15,2.9,19481.5,12537.5,0.2485,NA,NA,NA,NA
7306,NA,2857,NA,NA,NA,NA,NA,6,5,NA,NA,8,5.1,0,1,1,1,NA,NA,NA,NA,1.23976,0,1.5,69.75,49,35.25,32.75,10.1,7.675,5.575,5.3,28541.5,13685.5,0.2775,60,50.25,67,NA
7314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7316,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,8.1,NA,0,1,1,0,NA,NA,NA,NA,NA,0,1.5,85,85.25,69.25,120.25,12.85,8.725,13.95,10.55,16952.5,13033.5,0.1065,98,134.75,NA,NA
7318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7320,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,5.7,NA,0,0,1,1,NA,NA,NA,NA,NA,0,1.5,76.5,63,53.75,62.75,11.8,10.25,9.2,9.8,18446,9113.5,0.2465,87,77.75,NA,NA
7332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7333,NA,NA,NA,NA,NA,NA,NA,6,3,2,NA,10.5,8,0,1,1,1,NA,NA,NA,NA,NA,0,1.5,58.5,29.75,26,23,9.675,4.675,3.875,3.9,15817,NA,0.217,50,34.25,28,NA
7337,NA,NA,NA,NA,NA,NA,NA,6,4,3,NA,7.5,9.5,1,1,1,0,NA,NA,NA,NA,NA,0,1.5,68.75,46.25,34.5,30,13.125,9.95,4.325,4.925,22537.5,18993,0.2105,59,48.75,39.3,NA
7342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7343,NA,NA,NA,NA,NA,NA,NA,7,6,5,NA,8,6.5,0,1,1,0,NA,NA,NA,NA,NA,0,1.5,62.75,49.5,35.5,35.5,11.675,10.275,5.775,7.8,25730.5,20800,0.3505,62,52.25,47,NA
7344,NA,NA,NA,NA,NA,NA,NA,6,4,3,NA,6.7,10.5,0,1,1,0,NA,NA,NA,NA,NA,0,1.5,65.75,46.75,37.25,34.25,9.825,8.1,4.95,4,23744.5,12054.5,0.1725,57.5,55,36.3,NA
7347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7351,NA,NA,NA,NA,NA,NA,NA,6,4,3,NA,6,9.3,0,0,1,0,NA,NA,NA,NA,NA,0,1.5,86.25,62.75,53.5,43.5,14.2,11.95,9.4,8.175,25500.5,9427.5,0.084,98.3,71,47.5,NA
7353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.25,74.3333,52.75,58.75,12,9.45,12,10.35,14422.5,12150.5,0.1035,NA,NA,NA,NA
7354,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.75,127.333,91.25,170.25,14.375,9.6,14.95,10.65,27234,12105.5,0.084,NA,NA,NA,NA
7372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.5,53.5,36,31.5,11.175,10.375,4.325,4.65,23954.5,15096,0.3145,NA,NA,NA,NA
7375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7378,NA,NA,NA,NA,NA,NA,NA,6,4,3,NA,7,13,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,72,58.5,51.75,54,14.05,13.3,9.075,12.525,22394.5,11741.5,0.222,76,76,87.8,NA
7384,NA,NA,NA,NA,NA,NA,NA,6,4,4.5,NA,10,11.3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,81,87.5,76.75,129.5,17.3,13.575,17.675,13.075,22402.5,10601.5,0.0235,95.8,113,148,NA
7387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,34,29.5,21.25,13.175,6.75,4.575,3.925,20233.5,10013.5,0.2945,NA,NA,NA,NA
7411,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,5.6,8.5,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,61.25,46,37,27.75,8.275,7.725,4.525,4.2,24013,14756.5,0.2875,64,50,38,NA
7421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7424,NA,NA,NA,NA,NA,NA,NA,6,4,3,NA,6.3,4.3,0,1,1,1,NA,NA,NA,NA,NA,0,1.5,59.75,35.75,35,21.75,8.525,4.275,4.175,4.3,13178.5,17344,0.3795,43,30,26,NA
7427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,44,37.25,35.25,13.075,10.825,6.725,4.775,21193,12114,0.3145,NA,NA,NA,NA
7458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7514,0,NA,NA,NA,NA,NA,NA,5.5,3.5,3.5,4.4,9.35,7.55,0,0.5,0.75,0.5,NA,NA,NA,NA,1.22481,0,1.5,83.75,61.5,52.25,65.75,12,9.4,11.9,11.25,22514.5,12106,0.092,58,51.25,45.5,22.5
7516,0,2901,NA,NA,NA,1332.87,NA,5,4,3,5,10.2,9.5,0,1,0.75,0,7.35294,2,0,66.9643,1.11937,0,1.5,106.25,161.5,140.75,169.25,13.9,NA,13.25,NA,4710.5,4369,NA,100,167,270,32.5
7517,0,NA,100,45.625,29.4,1399.44,NA,5,4,3,5.3,10.5,11,0,1,0.75,1,NA,NA,NA,NA,1.05715,0,1.5,106.667,168.25,150,169.75,17.25,NA,14,NA,5756.5,4698.5,NA,107,159.667,207.5,41.3333
7518,0,3394,NA,NA,NA,1406,NA,5,4,3,5.2,10.5,9.1,0,0,1,1,0,0,0,1,1.15735,NA,NA,102.75,136.75,79,115.25,15.2,NA,16.45,12.675,9170,10698.5,NA,103,115.667,113.333,39
8213,0,9504,NA,NA,NA,NA,NA,5,3,2,5,6,8.5,0,1,0.5,1,NA,NA,NA,NA,1.31317,0,1.5,52,28.75,34,22,9.05,5.3,4.2,3.65,21474.5,13222,0.345,44,28.75,26,15
8222,NA,NA,NA,NA,NA,1284.84,NA,7,3,2,3,8,13.2,1,0,1,1,0,1,0,52.9412,NA,0,1.5,94,147,92.75,168.5,14.575,NA,14.375,10.775,8560.5,8841.5,0.0905,90,97.5,90,34.5
8230,NA,3049,NA,NA,NA,1321.72,164.219,7,3,2,3.85,7.5,11,0,0,0.5,0.5,2,2.90698,13.4615,25.6,1.19647,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,77.75,216,47
8231,0,2212,NA,NA,NA,1936.69,NA,5,3,2,2,6.5,9.2,0,0,0.5,1,0,0,3.18471,90.9091,1.16084,0,1.5,92.5,127.5,75.25,110.5,15.275,9.15,15.225,12.6,23972.5,12641.5,NA,91,116,126,42
8237,NA,2388,NA,NA,NA,1447.04,168.63,7,3,4,0.7,6.6,NA,0,0,0.5,0,0,0,0,27.044,1.40161,0,1.5,93.25,140.5,98.5,170.75,13.525,NA,14.65,NA,21282,15440.5,0.1005,97,43,NA,32
8240,NA,3051,NA,NA,NA,1410.78,NA,7,3,2,2.3,7.5,11.2,0,0,0.5,0,0,0,0,3.84615,1.14794,0,1.5,102.75,139.5,105.75,168.75,10.8,8.85,13.1,NA,14992,5130.5,NA,93,122,250,42.6667
8241,0,3465,NA,NA,NA,1372.52,169.537,7,3,2,3.8,10,16,0,0,1,0,2.04082,2.72727,6.04027,85.0746,1.1504,0,1.5,83,64.25,61.5,51.3333,14.3,9.475,11.7,9.35,21080,11258.5,0.1065,73,66.75,43,37
8242,NA,3509,NA,NA,NA,1132.69,NA,5,3,2,3,7.6,8.8,0,0,0.5,1,0,0,19.5804,86.7347,NA,0,1.5,113,169,119.25,169.25,12.775,NA,14.75,NA,9504.5,8615.5,0.078,120,100,250,50
8247,1,3353,NA,NA,NA,1483.17,169.623,5,3,2,2.7,7,9,0,0,1,1,65.2174,79.2793,94.9367,98,1.42811,0,1.5,86,97.75,78.25,109.25,12.825,10.5,13.7,11.5,21406,17312,0.12,87,93.6667,96,42
8249,0,2650,NA,NA,NA,1372.64,NA,7,3,2,2.1,5.2,7.5,0,0,0,0,50.8475,77.551,99,100,1.24758,0,1.5,81.6667,80.5,76,93,10.3,9.8,11.95,10.6,19091,10410.5,0.1195,81,98.75,109,33
8256,0,3083,NA,NA,NA,1432.7,168.985,7,3,2,2.3,7,12.2,0,0,0.75,1,85.4701,90.8397,78.7037,100,1.33783,0,1.5,65.25,39,29,24.25,10.025,5.075,3.475,2.25,25119,8773.5,0.3045,61,41,26.6667,18.5
8258,0,3358,NA,NA,NA,1280.55,167.796,7,3,2,2,8.6,14.5,0,0,0.5,1,0,2.46914,0,90.9091,1.34078,0,1.5,74.75,59.25,38.5,32,13.9,10.275,4.95,5.025,25674.5,15963,0.212,73,63,33.5,31
8259,0,2857,NA,NA,NA,1238.49,166.874,7,3,2,2.2,10.3,14.8,0,0,0.75,1,3.87597,6.45161,28.4768,92.7711,1.21464,0,1.5,75.25,58.5,42.5,33.5,14.375,11.05,7.55,5.5,31003,10017,0.2315,73,50.5,33,31.5
8283,NA,2898,NA,NA,NA,1314.81,168.741,7,3,2,2.1,8.4,10.5,0,0,0.5,0,77.1186,86.2745,99.2308,100,1.39045,1,1.5,88.5,146,67.25,170.5,15.35,7.7,14.375,NA,23502.5,12197.5,NA,71,84.6667,250,36.5
8306,NA,2074,NA,NA,NA,1298.01,161.754,5,3,2,2.8,6.2,8.5,1,1,1,0,0,0,0,29.5455,1.32927,0,1.5,97,102,119,169.5,12.65,10.975,15.35,NA,13134,8089,0.0645,96,49.75,250,49.5
8334,NA,4155,NA,NA,NA,1278.32,164.96,7,3,2,2.5,7.2,12.5,1,0,0.5,0,0,0,0,83.3333,1.32798,0,1.5,68.25,56,45,38,13.375,10.175,6.8,8.375,17724,10706,0.2005,64,52,51,20.5
8335,NA,3596,NA,NA,NA,1423.74,NA,7,3,2,2,6.2,9,1,0,0.75,0,0,0,1,2.40964,NA,0,1.5,93.25,139.25,96.25,168.5,12.7,NA,14.95,NA,8305,5001,0.059,104,129,250,47.5
8369,NA,2718,NA,NA,NA,1467.45,165.208,5,3,2,2.7,5.8,8,0,1,0.5,0,0.833333,0,10.1562,37.234,1.35881,0,1.5,80,96,76.3333,116.5,12.2,9.6,15.05,12.45,NA,13234.5,0.11,76,67.25,110,35.5
8376,NA,3766,NA,NA,NA,1974.05,165.983,7,3,2,2.5,7,7.5,0,0,0.5,1,98.3333,100,100,100,1.37427,0,1.5,97,159,103,169.75,13.5,NA,14.9,NA,8781.5,5970.5,NA,84,134,250,39.5
8386,NA,2836,NA,NA,NA,1255.54,165.234,7,3,2,2.1,6.7,12.6,0,0,0,0,20,62.8571,88.3495,100,1.24858,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,50.5,39.5,26.6667
8387,NA,3230,NA,NA,NA,1571.75,168.119,5,3,2,2.3,7,12.2,0,0,1,0,0.769231,1,0,99,1.26266,0,1.5,70,51.25,35.25,34.25,9.375,10.55,4.3,5.3,14908.5,10091,0.2035,52,49,44,18
8422,0,3484,NA,NA,NA,1238.17,162.334,5,3,3,3,6.5,8.3,0,0,0,1,0.769231,55.102,NA,100,1.25086,NA,NA,116.5,168.5,146.75,168.5,10.65,NA,11.35,NA,16751.5,6577,NA,106,172,250,53
9057,0,3365,NA,NA,NA,1235.31,162.855,5,4,3,3.2,7.8,12.5,0,0,1,0,0.769231,1.81818,10.2941,18.1818,1.18621,0,1.5,81.75,61,53.25,40,13.5,10.9,9.325,7.1,30702,11281,0.1,76,60.6667,38.25,39.5
9058,0,3145,NA,NA,NA,1330.95,167.612,7,4,2,NA,NA,NA,1,0,0,1,6.89655,37.2549,96.1538,100,1.37735,0,1.5,92.3333,152.5,113.667,170.25,13.5,NA,16.25,NA,NA,7535,NA,101,128,250,38
9321,NA,NA,NA,NA,NA,1225.48,172.198,6,NA,NA,6.1,NA,NA,0,0,1,0,99.1667,100,100,100,1.27797,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,57.3333
9323,NA,NA,100,33.5,15.8,1242.83,165.423,6,NA,NA,7,NA,NA,0,1,1,0,51.3699,64.7059,70.9677,89.7196,1.31276,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.3,NA,NA,58.6667
9371,NA,NA,100,32,17.3,1294.61,NA,6,NA,NA,6.5,NA,NA,1,1,1,0,88.189,100,NA,100,1.2337,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.3,NA,NA,52.6667
9382,NA,NA,100,26.5,15.7,1109.34,NA,6,NA,NA,12.1,NA,NA,0,0,1,1,0,2.98507,43.0108,99,1.07182,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3,NA,NA,51.5
9386,NA,NA,92.1,25.7,20.3,1248.96,NA,6,NA,NA,10,NA,NA,1,1,0,0,100,100,100,100,1.30123,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,57
9388,NA,NA,100,25.7,17.9,1322.51,NA,5,NA,NA,8.1,NA,NA,1,0,1,0,100,100,100,100,1.40889,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.8,NA,NA,66
9390,0,NA,32.9,NA,12,1184.16,167.703,5,NA,NA,8.4,NA,NA,0,0,1,0,92.3729,97.1429,99,100,1.28661,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.5,NA,NA,23.5
9391,0,NA,46.3,19.8,16.1,1130.7,NA,6,NA,NA,9.2,NA,NA,0,0,1,0,62.5,97.0874,87.2727,100,1.21441,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,25.75
9394,0,NA,NA,29.3,22.2,1257.85,NA,5,NA,NA,10.2,NA,NA,0,0,1,0,NA,NA,NA,NA,1.29924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.5,NA,NA,53.5
9395,0,NA,NA,44.1,23.4,1236.72,NA,6,NA,NA,10,NA,NA,0,0,1,0,NA,NA,NA,NA,0.971072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5,NA,NA,53.5
9399,NA,NA,100,NA,28.1,1275.48,NA,7,NA,NA,9.9,NA,NA,0,0,1,0,0,0,3.05344,42.5,1.38154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8,NA,NA,54
9402,NA,NA,68.6667,31.5556,15.5,1188.29,168.021,7,NA,NA,15,NA,NA,0,0,1,0,0.833333,4.9505,21.4953,56.3218,1.30102,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,NA,NA,43.5
9404,NA,NA,80.8,26.6,19.2,1121.09,NA,6,NA,NA,10.1,NA,NA,0,0,1,0,0,0,0,1,1.31927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,59
9405,NA,NA,74.125,24,18.5,1359.57,167.327,6,NA,NA,9,NA,NA,1,1,1,1,0,1.83486,0,83.3333,1.37895,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8,NA,NA,36
9407,NA,NA,71.2857,NA,18,1340.47,NA,7,NA,NA,8.7,NA,NA,0,1,1,1,0,1,3.27869,85.3211,1.33113,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,NA,NA,41.5
9408,NA,NA,100,NA,22.7,1290.45,NA,5,NA,NA,9,NA,NA,1,1,1,0,1.35135,3.125,22.8916,70.8661,1.31779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.8,NA,NA,62.5
9409,NA,NA,99.4,NA,24,1288.34,164.097,5,NA,NA,6.6,NA,NA,1,1,1,0,0,0,0,8.43373,1.14419,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,55
9412,NA,NA,43,23.2,18.8,1119.39,NA,6,NA,NA,10,NA,NA,0,0,0,1,0,0,28,99.0196,1.28358,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5,NA,NA,33.5
9416,NA,NA,100,43.7778,21.7,1180.93,163.277,4,NA,NA,11.5,NA,NA,1,1,1,0,27.2,44.9275,82.1429,96.1538,1.2437,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,60.6667
9421,NA,NA,95.4444,NA,24.1,1139.05,NA,5,NA,NA,9,NA,NA,0,1,1,0,0,0,1,1.69492,1.39198,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,50
9427,NA,NA,100,21.375,17.4,1161.67,NA,4,NA,NA,8.5,NA,NA,0,0,1,0,97.1698,100,100,100,1.18412,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,33
9433,NA,NA,100,28.3,22,1131.87,NA,6,NA,NA,3.2,NA,NA,1,1,0,0,53.6842,70.1754,93,100,1.17007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,61
9434,NA,NA,84.6,21.1,13.3,1373.77,NA,5,NA,NA,8.5,NA,NA,0,0,1,0,99.1304,99,100,100,1.30513,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.3,NA,NA,66
9437,NA,NA,61.75,25.6,14.2,1118.44,NA,5,NA,NA,10.4,NA,NA,1,0,1,0,4.25532,11.2676,28.5714,88.0597,1.13044,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,35
9442,NA,NA,100,37,30,1241.16,NA,10,NA,NA,9.3,NA,NA,1,1,1,1,0,0,0,53.8462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.7,NA,NA,48
9450,NA,NA,84.5,25.6,14.5,1253.42,165.566,7,NA,NA,10,NA,NA,0,1,1,0,1.79641,3.84615,53.5714,96.6942,1.36159,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.8,NA,NA,50
9451,NA,NA,100,37.3,22.7,1068.45,NA,6,NA,NA,11.5,NA,NA,0,1,1,0,51.3274,51.0949,92.4242,100,1.20223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,63
9452,NA,NA,98.7,33.3,19.4,1258.55,NA,6,NA,NA,12.5,NA,NA,0,0,1,0,NA,NA,NA,NA,1.21418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,61.5
9453,NA,NA,100,37.8,21,1169.88,NA,5,NA,NA,8.2,NA,NA,1,0,1,0,0,0,0,1,1.39818,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,60
9454,NA,NA,100,36,21.8,1262.93,NA,6,NA,NA,11,NA,NA,0,1,1,0,0,0,0,1,1.34417,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.8,NA,NA,63
9455,NA,NA,80.1667,40,23.3,1080.49,NA,8,NA,NA,9.5,NA,NA,0,1,1,0,0,0,0,1,1.37689,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,67.3333
9470,NA,NA,79.3333,35.4,17.2,1173.98,NA,5,NA,NA,9.7,NA,NA,0,1,1,0,38.5417,38.5321,74.0741,85.7143,1.31248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7,NA,NA,32.6667
9471,NA,NA,70.2857,26.6,18.4,1231.94,NA,6,NA,NA,6.8,NA,NA,0,0,1,1,63.6364,96,87.5,100,1.24682,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,37
9476,NA,NA,100,45.3,36.3,1194.87,161.516,6,NA,NA,10,NA,NA,1,1,1,0,0,0,0,34.9515,1.09407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,58
9481,0,NA,100,44.3,25.1,1238.02,170.166,5,NA,NA,7.5,NA,NA,1,0,1,0,0,2,4,39.1667,1.40413,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,68.5
